"Name","Label_Confidence","count","Creator"
"Condo",75.3590927124023,1,"Factory1"
"Crowd",85.9200954437256,8,"Factory1"
"Dress",90.4048004150391,1,"Factory1"
"Face",75.9644152323405,3,"Factory1"
"Female",59.8977279663086,1,"Factory1"
"Field",73.0954055786133,1,"Factory1"
"Flare",59.0034446716309,1,"Factory1"
"Flower",93.451171875,1,"Factory1"
"Flower Arrangement",89.5137405395508,1,"Factory1"
"Flower Bouquet",89.5137405395508,1,"Factory1"
"Flyer",87.5857391357422,1,"Factory1"
"Footwear",97.636116027832,1,"Factory1"
"Freeway",83.41455078125,2,"Factory1"
"Head",64.3395233154297,2,"Factory1"
"High Rise",99.5687561035156,1,"Factory1"
"Highway",69.5133399963379,2,"Factory1"
"Home Decor",66.0212097167969,1,"Factory1"
"Human",99.5722859700521,3,"Factory1"
"Indoors",93.9044723510742,1,"Factory1"
"Jacket",65.5472869873047,1,"Factory1"
"Jeans",56.4321212768555,1,"Factory1"
"Landscape",99.9927291870117,1,"Factory1"
"Lecture",91.395637512207,1,"Factory1"
"Light",95.8246765136719,1,"Factory1"
"Lighting",91.8592376708984,1,"Factory1"
"Man",80.6915283203125,2,"Factory1"
"Metropolis",92.1461639404297,2,"Factory1"
"Nature",89.1787261962891,2,"Factory1"
"Neon",57.4149398803711,1,"Factory1"
"Office Building",75.6379165649414,1,"Factory1"
"Outdoors",91.1687355041504,2,"Factory1"
"Pants",90.910026550293,1,"Factory1"
"Paper",87.5857391357422,1,"Factory1"
"People",65.4744369506836,5,"Factory1"
"Performer",56.3287963867188,1,"Factory1"
"Person",98.226531346639,12,"Factory1"
"Photography",64.5678787231445,1,"Factory1"
"Plant",97.839714050293,1,"Factory1"
"Portrait",64.5678787231445,1,"Factory1"
"Poster",73.0661811828613,2,"Factory1"
"Press Conference",89.3654899597168,2,"Factory1"
"Road",97.0437622070312,3,"Factory1"
"Room",93.9044723510742,1,"Factory1"
"Running Shoe",78.4042358398438,1,"Factory1"
"Scenery",99.9897232055664,1,"Factory1"
"School",75.8887901306152,2,"Factory1"
"Seminar",80.7382507324219,1,"Factory1"
"Shoe",97.0726776123047,1,"Factory1"
"Sitting",76.6176795959473,2,"Factory1"
"Skyscraper",74.1481628417969,1,"Factory1"
"Sneaker",75.9354782104492,1,"Factory1"
"Speech",93.2242584228516,1,"Factory1"
"Street",56.038387298584,1,"Factory1"
"Suit",94.1195373535156,1,"Factory1"
"Tarmac",62.7672004699707,2,"Factory1"
"Text",72.4907112121582,2,"Factory1"
"Traffic Jam",66.0662612915039,1,"Factory1"
"Transportation",98.5282821655273,1,"Factory1"
"Urban",95.452220916748,2,"Factory1"
"Vehicle",98.5282821655273,1,"Factory1"
"White Board",92.2183532714844,1,"Factory1"
"Word",64.1013946533203,1,"Factory1"
"Accessories",93.1348419189453,1,"Greenstart"
"Accessory",93.1348419189453,1,"Greenstart"
"Advertisement",97.41552734375,2,"Greenstart"
"Aerial View",96.6219863891602,1,"Greenstart"
"Alcohol",64.529655456543,1,"Greenstart"
"Animal",99.0546112060547,1,"Greenstart"
"Antelope",70.9014053344727,1,"Greenstart"
"Apparel",79.6087894439697,2,"Greenstart"
"Architecture",73.7118072509766,1,"Greenstart"
"Art",81.3597984313965,2,"Greenstart"
"Audience",90.8867746988932,6,"Greenstart"
"Beverage",75.1329727172852,2,"Greenstart"
"Bicycle",88.3243204752604,3,"Greenstart"
"Bike",99.9269256591797,1,"Greenstart"
"Blazer",84.1683146158854,3,"Greenstart"
"Boar",92.0231781005859,1,"Greenstart"
"Bottle",77.4412002563477,1,"Greenstart"
"Box",83.4240493774414,1,"Greenstart"
"Bread",95.3284530639648,1,"Greenstart"
"Building",76.3097343444824,2,"Greenstart"
"Burger",99.9152908325195,1,"Greenstart"
"Cafeteria",78.8382835388184,2,"Greenstart"
"Calligraphy",60.918041229248,1,"Greenstart"
"Car",84.8201942443848,2,"Greenstart"
"Carton",59.9680023193359,1,"Greenstart"
"Cell Phone",99.9944076538086,1,"Greenstart"
"Chair",85.7783279418945,3,"Greenstart"
"Classroom",86.1540298461914,3,"Greenstart"
"Clock Tower",73.7118072509766,1,"Greenstart"
"Clothing",91.0711509159633,14,"Greenstart"
"Coat",82.078821182251,4,"Greenstart"
"Collage",88.0248641967773,2,"Greenstart"
"Computer",98.2251892089844,1,"Greenstart"
"Couch",99.6516494750977,1,"Greenstart"
"Court",77.6008605957031,1,"Greenstart"
"Cow",63.858570098877,1,"Greenstart"
"Crate",57.9612197875977,1,"Greenstart"
"Crowd",87.9197058677673,8,"Greenstart"
"Cushion",87.019889831543,1,"Greenstart"
"Desk",78.1842651367188,1,"Greenstart"
"Desktop",79.6807632446289,1,"Greenstart"
"Dish",75.958854675293,1,"Greenstart"
"Doctor",95.6100082397461,1,"Greenstart"
"Dog",63.9944839477539,1,"Greenstart"
"Drink",76.0322799682617,1,"Greenstart"
"Electronics",99.6019973754883,2,"Greenstart"
"Elephant",66.1953582763672,1,"Greenstart"
"Face",79.5264022827148,5,"Greenstart"
"Female",57.5491180419922,1,"Greenstart"
"Flyer",80.3349838256836,1,"Greenstart"
"Food",97.6218719482422,2,"Greenstart"
"Footwear",71.7383041381836,1,"Greenstart"
"Furniture",81.7996322631836,5,"Greenstart"
"Graphics",73.0497970581055,1,"Greenstart"
"Grass",99.8421096801758,1,"Greenstart"
"Green",56.3677215576172,1,"Greenstart"
"Handwriting",64.1714630126953,1,"Greenstart"
"Hat",72.8120765686035,2,"Greenstart"
"Head",81.9141159057617,1,"Greenstart"
"Hog",99.0546112060547,1,"Greenstart"
"Hood",84.2736434936523,1,"Greenstart"
"Human",97.5037963867187,5,"Greenstart"
"Indoors",80.5361562456403,7,"Greenstart"
"Intersection",92.9300994873047,1,"Greenstart"
"Iphone",56.480094909668,1,"Greenstart"
"Jacket",85.7613093058268,3,"Greenstart"
"Jeans",61.7211074829102,2,"Greenstart"
"Label",67.2899780273438,1,"Greenstart"
"Landscape",99.9873580932617,1,"Greenstart"
"Lawn",87.2398300170898,1,"Greenstart"
"LCD Screen",78.1646423339844,1,"Greenstart"
"Lecture",69.9203465779622,3,"Greenstart"
"Light",98.8812789916992,1,"Greenstart"
"Lightbulb",85.8711929321289,1,"Greenstart"
"Living Room",71.4110641479492,1,"Greenstart"
"Locomotive",93.0890731811523,1,"Greenstart"
"Long Sleeve",88.1535949707031,1,"Greenstart"
"Machine",99.6567916870117,1,"Greenstart"
"Mammal",99.0546112060547,1,"Greenstart"
"Man",72.5471839904785,2,"Greenstart"
"Meal",69.8267498016357,2,"Greenstart"
"Milk",76.0322799682617,1,"Greenstart"
"Mobile Phone",99.9944076538086,1,"Greenstart"
"Monitor",99.209587097168,1,"Greenstart"
"Motor Scooter",56.9848709106445,1,"Greenstart"
"Motorcycle",82.1954956054688,1,"Greenstart"
"Nature",99.9873580932617,1,"Greenstart"
"Neighborhood",67.8977394104004,2,"Greenstart"
"Origami",89.6697998046875,1,"Greenstart"
"Outdoors",72.1007232666016,4,"Greenstart"
"Overcoat",99.0785369873047,1,"Greenstart"
"Pants",83.4770736694336,5,"Greenstart"
"Paper",86.453914642334,2,"Greenstart"
"Party",58.9921264648438,1,"Greenstart"
"Party Hat",62.703254699707,2,"Greenstart"
"Pc",78.7255477905273,1,"Greenstart"
"People",77.5659644386985,11,"Greenstart"
"Person",99.1357176407524,23,"Greenstart"
"Phone",99.9944076538086,1,"Greenstart"
"Photography",66.3270587921143,2,"Greenstart"
"Pig",99.0546112060547,1,"Greenstart"
"Plant",74.1555576324463,4,"Greenstart"
"Portrait",72.5391540527344,1,"Greenstart"
"Poster",97.1648979187012,2,"Greenstart"
"Press Conference",65.2987899780273,1,"Greenstart"
"Prison",58.6979789733887,1,"Greenstart"
"Railway",96.2379837036133,1,"Greenstart"
"Restaurant",83.0846710205078,2,"Greenstart"
"Road",95.4698944091797,1,"Greenstart"
"Room",81.8894437154134,6,"Greenstart"
"Scenery",99.9846115112305,1,"Greenstart"
"School",95.1918462117513,3,"Greenstart"
"Screen",99.209587097168,1,"Greenstart"
"Selfie",64.1019287109375,1,"Greenstart"
"Seminar",94.2067794799805,1,"Greenstart"
"Shirt",81.5997047424316,2,"Greenstart"
"Shoe",76.8764928181966,3,"Greenstart"
"Shorts",82.0026550292969,1,"Greenstart"
"Sitting",98.9381332397461,2,"Greenstart"
"Sleeve",84.399040222168,3,"Greenstart"
"Soil",56.2511825561523,1,"Greenstart"
"Speech",83.9875768025716,3,"Greenstart"
"Suit",91.5628242492676,4,"Greenstart"
"Sunglasses",93.1348419189453,1,"Greenstart"
"Table",73.9186668395996,2,"Greenstart"
"Text",86.026538848877,4,"Greenstart"
"Tower",73.7118072509766,1,"Greenstart"
"Train",99.5000076293945,1,"Greenstart"
"Transportation",91.8041725158691,4,"Greenstart"
"Tree",67.505542755127,2,"Greenstart"
"Tricycle",86.3947830200195,1,"Greenstart"
"Tub",69.3320541381836,1,"Greenstart"
"Urban",73.1350364685059,2,"Greenstart"
"Vegetation",71.1605205535889,2,"Greenstart"
"Vehicle",91.8041725158691,4,"Greenstart"
"Veterinarian",78.8128204345703,1,"Greenstart"
"Walking",61.8467864990234,1,"Greenstart"
"Wheel",86.0310935974121,2,"Greenstart"
"Wood",69.2559814453125,2,"Greenstart"
"Workshop",98.0004425048828,1,"Greenstart"
"Yard",70.6637802124023,1,"Greenstart"
"Accessories",88.3685836791992,3,"I2C"
"Advertisement",76.3690632411412,7,"I2C"
"Animal",71.0401611328125,1,"I2C"
"Arm",58.3073539733887,1,"I2C"
"Art",60.3802871704102,2,"I2C"
"Astronomy",58.2857513427734,1,"I2C"
"Brochure",76.0398406982422,1,"I2C"
"Clothing",68.4966659545898,1,"I2C"
"Computer",93.6296310424805,1,"I2C"
"Computer Keyboard",86.1753044128418,6,"I2C"
"Document",92.1387008666992,5,"I2C"
"Driving License",66.4455871582031,3,"I2C"
"Electronics",85.9713790893555,5,"I2C"
"Flyer",72.6519966125488,6,"I2C"
"Glasses",87.3039836883545,4,"I2C"
"Hardware",93.6296310424805,1,"I2C"
"Human",93.5724029541016,4,"I2C"
"Id Cards",82.1229190826416,8,"I2C"
"Keyboard",83.3085517883301,2,"I2C"
"Leisure Activities",67.6618118286133,1,"I2C"
"Logo",56.2930183410645,1,"I2C"
"Nature",71.1200729370117,5,"I2C"
"Outdoors",73.5381240844727,4,"I2C"
"Outer Space",57.625129699707,1,"I2C"
"Page",55.3993453979492,2,"I2C"
"Paper",71.2894378662109,10,"I2C"
"Person",97.7576059194712,13,"I2C"
"Poster",76.3690632411412,7,"I2C"
"Sea Life",58.8507843017578,1,"I2C"
"Space",57.625129699707,1,"I2C"
"Sphere",81.163553237915,4,"I2C"
"Suit",68.4966659545898,1,"I2C"
"Symbol",74.0596733093262,2,"I2C"
"Text",91.3962129446176,13,"I2C"
"Trademark",56.2930183410645,1,"I2C"
"Universe",57.625129699707,1,"I2C"
"Abies",71.7602691650391,1,"ImpactHub"
"Accessories",69.3960766792297,8,"ImpactHub"
"Accessory",72.4858291625977,5,"ImpactHub"
"Adapter",80.7869606018066,2,"ImpactHub"
"Adventure",83.6637725830078,1,"ImpactHub"
"Advertisement",65.6740412030901,7,"ImpactHub"
"Agriculture",96.915641784668,1,"ImpactHub"
"Aircraft",94.4188385009766,1,"ImpactHub"
"Airmail",55.0435218811035,1,"ImpactHub"
"Alcohol",93.8135070800781,3,"ImpactHub"
"Alloy Wheel",57.1997375488281,1,"ImpactHub"
"Alphabet",74.4750900268555,14,"ImpactHub"
"Ampersand",56.0200233459473,2,"ImpactHub"
"Anemone",56.3599281311035,1,"ImpactHub"
"Animal",85.6313858032227,8,"ImpactHub"
"Annonaceae",57.6772308349609,1,"ImpactHub"
"Apartment Building",77.1394271850586,1,"ImpactHub"
"Apidae",99.5543060302734,1,"ImpactHub"
"Apparel",90.2783831278483,30,"ImpactHub"
"Apple",61.9690246582031,2,"ImpactHub"
"Appliance",77.5244750976562,2,"ImpactHub"
"Arbour",87.4385375976562,1,"ImpactHub"
"Architecture",73.9732856750488,2,"ImpactHub"
"Arm",79.5485006059919,14,"ImpactHub"
"Art",79.9103143480089,18,"ImpactHub"
"Art Gallery",89.0837554931641,1,"ImpactHub"
"Aster",60.375675201416,1,"ImpactHub"
"Astronomy",84.4005889892578,1,"ImpactHub"
"Atlas",72.2369867960612,3,"ImpactHub"
"Attorney",56.77197265625,1,"ImpactHub"
"Audience",88.5316407945421,9,"ImpactHub"
"Autograph",69.038808186849,3,"ImpactHub"
"Bag",63.1793479919434,2,"ImpactHub"
"Ball",97.4570770263672,1,"ImpactHub"
"Balloon",97.4570770263672,1,"ImpactHub"
"Banana",98.7907638549805,1,"ImpactHub"
"Baseball Cap",74.4388122558594,1,"ImpactHub"
"Bath Towel",93.5099258422852,1,"ImpactHub"
"Bazaar",55.1017799377441,1,"ImpactHub"
"Beard",90.7830085754395,2,"ImpactHub"
"Bee",97.6372032165527,2,"ImpactHub"
"Beverage",89.4044771194458,8,"ImpactHub"
"Bicycle",99.4680938720703,4,"ImpactHub"
"Bike",99.0982551574707,2,"ImpactHub"
"Bird",80.1562105814616,6,"ImpactHub"
"Blackboard",98.41796875,1,"ImpactHub"
"Blade",84.3180923461914,1,"ImpactHub"
"Blanket",78.1130027770996,2,"ImpactHub"
"Blazer",77.7749660491943,10,"ImpactHub"
"Blonde",86.5028974092924,13,"ImpactHub"
"Blossom",84.902671178182,6,"ImpactHub"
"Blouse",95.8835983276367,1,"ImpactHub"
"Blueberry",98.4599456787109,2,"ImpactHub"
"Bonfire",77.4231414794922,1,"ImpactHub"
"Book",87.6048606872559,5,"ImpactHub"
"Bottle",60.6612917582194,3,"ImpactHub"
"Bowl",77.8964881896973,2,"ImpactHub"
"Box",83.9727605183919,3,"ImpactHub"
"Bread",73.7126693725586,2,"ImpactHub"
"Breakfast",95.9582672119141,1,"ImpactHub"
"Brush",56.5376777648926,1,"ImpactHub"
"Buckle",70.8479919433594,1,"ImpactHub"
"Building",89.037073135376,4,"ImpactHub"
"Bumblebee",90.5372924804688,1,"ImpactHub"
"Bun",64.4688339233398,1,"ImpactHub"
"Burger",87.4106292724609,2,"ImpactHub"
"Business Card",84.904914855957,1,"ImpactHub"
"Cable",89.0548324584961,1,"ImpactHub"
"Cafe",89.3805389404297,1,"ImpactHub"
"Cafeteria",69.6918497085571,4,"ImpactHub"
"Cake",96.8134307861328,1,"ImpactHub"
"Calculator",83.2010803222656,1,"ImpactHub"
"Camera",94.8053741455078,1,"ImpactHub"
"Can",87.9019165039062,1,"ImpactHub"
"Canvas",71.402473449707,3,"ImpactHub"
"Cap",73.935173034668,1,"ImpactHub"
"Cardboard",87.6175270080566,2,"ImpactHub"
"Cardigan",70.6086832682292,3,"ImpactHub"
"Carrot",98.7768936157227,1,"ImpactHub"
"Carton",74.4367065429688,3,"ImpactHub"
"Cell Phone",97.8593673706055,3,"ImpactHub"
"Chair",86.0429091453552,8,"ImpactHub"
"Chef",58.491024017334,1,"ImpactHub"
"Chess",73.2041320800781,1,"ImpactHub"
"Christmas Stocking",67.4267578125,1,"ImpactHub"
"Christmas Tree",93.7675247192383,2,"ImpactHub"
"Citrus Fruit",92.2985443115234,5,"ImpactHub"
"City",95.7679214477539,2,"ImpactHub"
"Clam",83.1121673583984,1,"ImpactHub"
"Classroom",81.2717208862305,5,"ImpactHub"
"Clogs",57.4268836975098,1,"ImpactHub"
"Clothing",90.1046414023951,95,"ImpactHub"
"Coat",81.2909126281738,11,"ImpactHub"
"Cocktail",57.7938385009766,1,"ImpactHub"
"Coffee Cup",99.0479583740234,1,"ImpactHub"
"Coffee Table",61.6934432983398,1,"ImpactHub"
"Computer",94.5041516621908,12,"ImpactHub"
"Computer Keyboard",94.3157825469971,8,"ImpactHub"
"Concert",55.7371139526367,1,"ImpactHub"
"Cone",62.4028625488281,1,"ImpactHub"
"Confectionery",86.1943969726562,1,"ImpactHub"
"Confetti",56.6093921661377,4,"ImpactHub"
"Conifer",83.6501083374023,1,"ImpactHub"
"Countryside",96.915641784668,1,"ImpactHub"
"Crayon",60.048152923584,2,"ImpactHub"
"Cream",72.3937482833862,4,"ImpactHub"
"Crib",62.7147903442383,1,"ImpactHub"
"Crowd",82.1299261613326,22,"ImpactHub"
"Crystal",56.7110404968262,1,"ImpactHub"
"Cucumber",68.8860931396484,1,"ImpactHub"
"Cup",99.0479583740234,1,"ImpactHub"
"Cushion",90.8439661661784,3,"ImpactHub"
"Cyclist",64.8379821777344,1,"ImpactHub"
"Dance Pose",78.3418502807617,1,"ImpactHub"
"Dating",66.8818435668945,11,"ImpactHub"
"Denim",77.709903717041,2,"ImpactHub"
"Desk",87.8909581502279,3,"ImpactHub"
"Dessert",82.881781578064,4,"ImpactHub"
"Diagram",84.6852813720703,5,"ImpactHub"
"Diary",67.5221837361654,3,"ImpactHub"
"Digital Camera",72.6653747558594,1,"ImpactHub"
"Dimples",69.4531478881836,1,"ImpactHub"
"Dining Table",81.5366096496582,2,"ImpactHub"
"Dish",76.20361328125,7,"ImpactHub"
"Display",83.4602317810059,2,"ImpactHub"
"Document",79.7001419067383,3,"ImpactHub"
"Doll",98.7553024291992,1,"ImpactHub"
"Doodle",61.5969874064128,3,"ImpactHub"
"Door",59.6760940551758,1,"ImpactHub"
"Downtown",89.4487380981445,1,"ImpactHub"
"Drawing",71.6622837611607,7,"ImpactHub"
"Dress",78.7319183349609,2,"ImpactHub"
"Dress Shirt",97.0333938598633,2,"ImpactHub"
"Drink",86.3277638753255,3,"ImpactHub"
"Driving License",82.0480194091797,1,"ImpactHub"
"Eating",67.350715637207,1,"ImpactHub"
"Eggplant",84.0615081787109,1,"ImpactHub"
"Electrical Device",83.5152257283529,3,"ImpactHub"
"Electronics",90.9442742389181,23,"ImpactHub"
"Engine",99.005744934082,1,"ImpactHub"
"Envelope",78.5312194824219,1,"ImpactHub"
"Espresso",91.2836227416992,1,"ImpactHub"
"Evening Dress",74.7315483093262,2,"ImpactHub"
"Executive",79.4788780212402,2,"ImpactHub"
"Face",82.9665463017482,102,"ImpactHub"
"Family",67.9939987182617,5,"ImpactHub"
"Farm",56.2649269104004,1,"ImpactHub"
"Fashion",69.265141805013,3,"ImpactHub"
"Female",84.006122469902,64,"ImpactHub"
"Field",95.3766975402832,2,"ImpactHub"
"Figurine",61.0444202423096,2,"ImpactHub"
"Finger",67.8536069533404,17,"ImpactHub"
"Fir",71.7602691650391,1,"ImpactHub"
"Fire",77.4231414794922,1,"ImpactHub"
"Fireworks",72.8363265991211,2,"ImpactHub"
"First Aid",58.863697052002,1,"ImpactHub"
"Fitness",74.944580078125,1,"ImpactHub"
"Flame",77.4231414794922,1,"ImpactHub"
"Flare",90.5311622619629,2,"ImpactHub"
"Flooring",96.696174621582,1,"ImpactHub"
"Floral Design",72.0069427490234,2,"ImpactHub"
"Flower",84.902671178182,6,"ImpactHub"
"Flyer",68.4596341451009,3,"ImpactHub"
"Flying",67.8985481262207,2,"ImpactHub"
"Fog",59.6188354492188,1,"ImpactHub"
"Food",91.8996488397772,22,"ImpactHub"
"Food Court",83.1936187744141,1,"ImpactHub"
"Footwear",87.6008735656738,5,"ImpactHub"
"Fork",96.3111038208008,1,"ImpactHub"
"Fountain Pen",97.1487503051758,1,"ImpactHub"
"Fruit",93.4637520530007,11,"ImpactHub"
"Furniture",84.5558518802418,17,"ImpactHub"
"Game",69.0518188476562,2,"ImpactHub"
"Garlic",61.770809173584,1,"ImpactHub"
"Gift",67.4267578125,1,"ImpactHub"
"Girl",72.1437281015757,37,"ImpactHub"
"Glass",82.6381940841675,4,"ImpactHub"
"Glasses",82.0747674306234,6,"ImpactHub"
"Goblet",59.0463695526123,2,"ImpactHub"
"Goggles",65.1864891052246,2,"ImpactHub"
"Gown",74.7315483093262,2,"ImpactHub"
"Graffiti",71.6143798828125,1,"ImpactHub"
"Grapefruit",77.348503112793,5,"ImpactHub"
"Graphics",72.1502621968587,6,"ImpactHub"
"Green",93.4849166870117,1,"ImpactHub"
"Greeting Card",56.4675178527832,1,"ImpactHub"
"Ground",62.1070709228516,1,"ImpactHub"
"Grove",99.9769821166992,1,"ImpactHub"
"Hair",61.8323574066162,4,"ImpactHub"
"Hand",78.0406958716256,28,"ImpactHub"
"Hand-Held Computer",56.1300964355469,1,"ImpactHub"
"Handshake",94.2866516113281,1,"ImpactHub"
"Handwriting",84.8500289916992,5,"ImpactHub"
"Hardware",98.9981918334961,2,"ImpactHub"
"Hardwood",74.5900535583496,2,"ImpactHub"
"Hat",68.4145876566569,3,"ImpactHub"
"Head",68.8712720870972,4,"ImpactHub"
"Headphones",86.3534317016602,1,"ImpactHub"
"Headset",86.3534317016602,1,"ImpactHub"
"Heart",65.4420776367188,1,"ImpactHub"
"Heel",57.7634696960449,1,"ImpactHub"
"Helmet",93.3459014892578,1,"ImpactHub"
"Herbal",74.1319198608398,1,"ImpactHub"
"Herbs",82.2253799438477,1,"ImpactHub"
"High Rise",95.463924407959,2,"ImpactHub"
"Holding Hands",57.151554107666,1,"ImpactHub"
"Home Decor",69.3812065124512,7,"ImpactHub"
"Honey Bee",97.031551361084,2,"ImpactHub"
"Hot Air Balloon",94.4188385009766,1,"ImpactHub"
"Hot Dog",86.8526153564453,1,"ImpactHub"
"Housing",85.2718276977539,2,"ImpactHub"
"Hug",75.3157730102539,1,"ImpactHub"
"Human",96.1312500594498,77,"ImpactHub"
"Ice",64.6444727579753,3,"ImpactHub"
"Icing",73.9797401428223,2,"ImpactHub"
"Id Cards",98.459114074707,1,"ImpactHub"
"Ikebana",74.1010360717773,1,"ImpactHub"
"Indoors",85.6632431877984,18,"ImpactHub"
"Insect",97.6372032165527,2,"ImpactHub"
"Interior Design",94.2472778320312,5,"ImpactHub"
"Interview",59.1999740600586,1,"ImpactHub"
"Invertebrate",97.6372032165527,2,"ImpactHub"
"Iphone",77.8462219238281,3,"ImpactHub"
"Jacket",78.8423252105713,8,"ImpactHub"
"Jar",87.2487538655599,6,"ImpactHub"
"Jaw",55.2087593078613,1,"ImpactHub"
"Jeans",76.5463611057827,7,"ImpactHub"
"Jewelry",90.1528701782227,1,"ImpactHub"
"Judo",57.4831886291504,1,"ImpactHub"
"Juice",87.7109044392904,3,"ImpactHub"
"Jungle",80.676383972168,1,"ImpactHub"
"Keyboard",96.8968709309896,3,"ImpactHub"
"Knitting",86.5578460693359,1,"ImpactHub"
"Label",80.8657078213162,9,"ImpactHub"
"Lady",58.5504341125488,1,"ImpactHub"
"Land",79.9795684814453,3,"ImpactHub"
"Laptop",88.9764506022135,9,"ImpactHub"
"Latte",92.8194580078125,1,"ImpactHub"
"Laughing",67.6921463012695,1,"ImpactHub"
"LCD Screen",75.2939338684082,2,"ImpactHub"
"Leaf",93.6755243937175,3,"ImpactHub"
"Lecture",81.917724609375,3,"ImpactHub"
"Legend of Zelda",77.7323760986328,1,"ImpactHub"
"Leisure Activities",72.1577021280925,6,"ImpactHub"
"Lemon",72.4382540384928,3,"ImpactHub"
"Letter",56.153980255127,1,"ImpactHub"
"Library",81.1515808105469,1,"ImpactHub"
"License",82.0480194091797,1,"ImpactHub"
"Light",83.6735008239746,5,"ImpactHub"
"Lightbulb",98.4178466796875,1,"ImpactHub"
"Lighting",93.8235168457031,2,"ImpactHub"
"Lime",66.7271347045898,3,"ImpactHub"
"Linen",78.3967933654785,2,"ImpactHub"
"Lobby",70.0914840698242,1,"ImpactHub"
"Lobster",87.282958984375,1,"ImpactHub"
"Lock",57.906364440918,1,"ImpactHub"
"Logo",81.2312080383301,10,"ImpactHub"
"Long Sleeve",84.0736000061035,15,"ImpactHub"
"Lunch",99.6783294677734,1,"ImpactHub"
"Machine",83.8807837168376,6,"ImpactHub"
"Magnifying",75.6596069335938,1,"ImpactHub"
"Mail",78.5312194824219,1,"ImpactHub"
"Man",79.6296226183573,24,"ImpactHub"
"Map",91.1895751953125,3,"ImpactHub"
"Meal",77.6195468902588,8,"ImpactHub"
"Meeting Room",74.7393951416016,1,"ImpactHub"
"Metropolis",75.5144958496094,1,"ImpactHub"
"Microphone",99.7053756713867,1,"ImpactHub"
"Mirror",67.2105560302734,1,"ImpactHub"
"Mobile Phone",91.1826451619466,6,"ImpactHub"
"Modern Art",98.5117340087891,1,"ImpactHub"
"Monitor",79.3874374389648,5,"ImpactHub"
"Motor",99.005744934082,1,"ImpactHub"
"Motorcycle",55.2770576477051,1,"ImpactHub"
"Mountain",61.4265975952148,1,"ImpactHub"
"Mural",71.8152847290039,1,"ImpactHub"
"Musician",81.3144302368164,1,"ImpactHub"
"Nature",84.6147743225098,10,"ImpactHub"
"Necklace",75.2577082316081,3,"ImpactHub"
"Newspaper",57.3153343200684,1,"ImpactHub"
"Night",80.9843292236328,1,"ImpactHub"
"Novel",69.702317237854,4,"ImpactHub"
"Number",80.1345428466797,10,"ImpactHub"
"Oatmeal",59.8946304321289,1,"ImpactHub"
"Office Building",71.6415100097656,1,"ImpactHub"
"Orange",57.6915798187256,2,"ImpactHub"
"Orange Juice",99.3005599975586,1,"ImpactHub"
"Origami",88.8738822937012,2,"ImpactHub"
"Ornament",94.9562911987305,2,"ImpactHub"
"Outdoors",83.2367012500763,16,"ImpactHub"
"Outer Space",84.4005889892578,1,"ImpactHub"
"Overcoat",74.6858415603638,4,"ImpactHub"
"Package Delivery",75.0087757110596,2,"ImpactHub"
"Page",76.1988042195638,6,"ImpactHub"
"Painting",93.9464111328125,1,"ImpactHub"
"Pants",81.8297493878533,17,"ImpactHub"
"Paper",73.5612458315763,22,"ImpactHub"
"Paper Towel",67.1412506103516,1,"ImpactHub"
"Parade",92.5933532714844,1,"ImpactHub"
"Parsley",82.9100494384766,2,"ImpactHub"
"Party",79.3338088989258,1,"ImpactHub"
"Passport",83.3067836761475,4,"ImpactHub"
"Pastry",76.9773712158203,1,"ImpactHub"
"Path",94.2852630615234,1,"ImpactHub"
"Pattern",70.4443372090658,6,"ImpactHub"
"Pc",96.3567929949079,7,"ImpactHub"
"Pear",81.1934204101562,1,"ImpactHub"
"Pen",98.1715621948242,1,"ImpactHub"
"Pencil",72.0603351593018,2,"ImpactHub"
"People",73.1892568800184,45,"ImpactHub"
"Performer",55.3622016906738,1,"ImpactHub"
"Person",97.241879546124,184,"ImpactHub"
"Petal",80.6499109268188,4,"ImpactHub"
"Phone",91.9343536376953,5,"ImpactHub"
"Photo",62.2969245910645,8,"ImpactHub"
"Photography",65.507490963406,45,"ImpactHub"
"Pie",59.0578346252441,1,"ImpactHub"
"Pillow",88.5305976867676,2,"ImpactHub"
"Pine",96.0218200683594,1,"ImpactHub"
"Plan",81.6309967041016,1,"ImpactHub"
"Planet",65.6987380981445,1,"ImpactHub"
"Plant",87.8033550262451,40,"ImpactHub"
"Planter",89.60546875,2,"ImpactHub"
"Plastic",58.4465446472168,1,"ImpactHub"
"Plot",71.3497417449951,10,"ImpactHub"
"Plug",62.8221778869629,1,"ImpactHub"
"Plywood",59.3584251403809,1,"ImpactHub"
"Pollen",59.1151371002197,2,"ImpactHub"
"Pomelo",57.7515563964844,1,"ImpactHub"
"Porcelain",70.4436721801758,2,"ImpactHub"
"Portrait",66.3188733493581,34,"ImpactHub"
"Poster",66.2666873931885,6,"ImpactHub"
"Potted Plant",78.7059516906738,4,"ImpactHub"
"Pottery",87.8540557861328,5,"ImpactHub"
"Prayer",59.3151588439941,1,"ImpactHub"
"Press Conference",68.7943433125814,3,"ImpactHub"
"Produce",85.7214520772298,6,"ImpactHub"
"Protest",90.1490859985352,1,"ImpactHub"
"Purple",75.9226837158203,1,"ImpactHub"
"Raincoat",59.6593170166016,1,"ImpactHub"
"Raspberry",98.1558151245117,1,"ImpactHub"
"Reading",93.5923919677734,3,"ImpactHub"
"Reception",97.4005813598633,1,"ImpactHub"
